id,current_name,filename_name,filename
6510,Bark melaocaulon,Bark melanocaulon,https://orchidcentral.org/Images/Cattleya Tribe/Species/4614_Bark melanocaulon.jpg
3950,Trichocentrum Max tonsbergii,Max tonsbergii,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/4808_Max tonsbergii.jpg
1640,Ctsm pileatum female,Ctsm pileatum,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2160F_Ctsm pileatum.jpg
1613,Aslla africana,Ansellia africana,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2515_Ansellia africana.jpg
2215,Pot Unnamed,Prominence x,https://orchidcentral.org/Images/Cattleya Tribe/Hybrid/4842_Pot Unnamed ( Pot Hawaiian Prominence x Lc. Tropical Rainbow) .jpg
2639,CT Den toressae,Den toressae,https://orchidcentral.org/Images/Dendrobium/Species/4109_Den toressae .jpg
4006,Trichocentrum Stan tigrina v nigroviolacea,Stan tigrina,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/4964_Stan tigrina.jpg
1638,Ctsm macrocarpum mald closeup,Ctsm macrocarpum,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/1998C_Ctsm macrocarpum.jpg
1706,Cyc Richard Brandon,Cyc warscewiczii x,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Hybrid/2681_Cyc warscewiczii x Jean E Monnier.jpg
3201,Paph Unnamed,Web x,https://orchidcentral.org/Images/Paphs-Phrags/Hybrid/3073_Paph Hsinying Web x Hsinying Rainbow.jpg
4697,Ophrys sphegodes,Ophrys sphegodes copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Ophrys%20sphegodes%20copy.jpg
4700,Ophrys tenthredinifera,Ophrys tenthredinifera copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Ophrys%20tenthredinifera%20copy.jpg
2865,CT Ada andreettae,Ada andreettae,https://orchidcentral.org/Images/Oncidium Alliance/Species/3125_Ada andreettae.jpg
4704,Pterostylis curta,Pterostylis curta copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Pterostylis%20curta%20copy.jpg
4705,Pterostylis erecta,Pterostylis erecta copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Pterostylis%20erecta%20copy.jpg
3759,Hylra Unnamed,Emma x,https://orchidcentral.org/Images/Vandaceous/Hybrid/2064_Hueylihara(Renanstylis Queen Emma x Neof Falcata).jpg
4719,Diaphananthe rutila,Diaphananthe rutila copy,https://www.flowershots.net/web-content/Photogallery/Aeridinae/Aeridinae-second%20set/Diaphananthe%20rutila%20copy.jpg
4721,Eurychone rothschildiana,Eurychone rothschildiana copy,https://www.flowershots.net/web-content/Photogallery/Aeridinae/Aeridinae-second%20set/Eurychone%20rothschildiana%20copy.jpg
1598,Ble striata pink,Bletilla striata,https://orchidcentral.org/Images/Calanthe-Spathaglottis-etc/Species/2864_Bletilla striata.jpg
4794,Cymbidium dayanum,Cymbidium dayanum copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20dayanum%20copy.jpg
1733,Bark lindleyana ssp vannerana,Bark lindleyana ssp,https://orchidcentral.org/Images/Cattleya Tribe/Species/3014_Bark lindleyana ssp vannerana.jpg
4797,Cymbidium eburneum,Cymbidium eburneum copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20eburneum%20copy.jpg?%20copy.jpg
4800,Cymbidium ensifolium,Cymbidium ensifolium copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20ensifolium%20copy.jpg?%20copy.jpg
4808,Dendrobium aemulum Copy.jpg?,Dendrobium aemulum copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20aemulum%20copy.jpg?%20copy.jpg
4809,Dendrobium adae Copy.jpg?,Dendrobium adae copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20adae%20copy.jpg?%20copy.jpg
4817,Dendrobium gracilicaule Ss Copy.jpg?,Dendrobium gracilicaule ss,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20gracilicaule%20ss%20copy.jpg?%20copy.jpg
4822,Dendrobium kingianum var S Copy.jpg? Copy.jpg?,Dendrobium kingianum var,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20kingianum%20var%20s%20copy.jpg?%20copy.jpg?%20copy.jpg
4830,Dendrobium speciosum V Curvicaule,Den speciosum v,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Den_speciosum_v_curvicaule%20copy.jpg
4832,Dendrobium tetragonum var Gigante,Den tetragonum var,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Den_tetragonum%20var%20gigante%20copy.jpg
2903,Cda rosea,Cochlioda rosea,https://orchidcentral.org/Images/Oncidium Alliance/Species/5061_Cochlioda rosea.jpg
3063,Rdza decora,Rodriguezia decora,https://orchidcentral.org/Images/Oncidium Alliance/Species/4669_Rodriguezia decora.jpg
2866,PT Ada andreettae,Ada andreettae,https://orchidcentral.org/Images/Oncidium Alliance/Species/3125_Ada andreettae.jpg
3964,Max witseniodes,Max witsenioides,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/5244_Max witsenioides.jpg
6515,Blc Pollyana just after opeinng,Pollyana new flower,https://orchidcentral.org/Images/Cattleya Tribe/Hybrid/2143_Blc Pollyana new flower.jpg
2533,CT Den dickasonii,Den dickasonii,https://orchidcentral.org/Images/Dendrobium/Species/4836C_Den dickasonii.jpg
2740,CT Disa uniflora,Disa uniflora,https://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/3724_Disa uniflora.jpg
3280,CT Drac bella,Dracula bella,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/2965_Dracula bella.jpg
3484,Sspm gibberosum,Scaphosepalum gibberosum,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/3506_Scaphosepalum gibberosum 2.jpg
4614,,Bulbophyllum affine,https://www.flowershots.net/web-content/Photogallery/Bulbophyllums/Bulbophyllum_affine.jpg
3452,Rstp antennifera,Restrepia antenifera,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/3120_Restrepia antenifera.jpg
4685,Aceras anthropophorum,Aceras anthropophorum copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Aceras%20anthropophorum%20copy.jpg
4686,Barlia robertiana,Barlia robertiana copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Barlia%20robertiana%20copy.jpg
4693,Orchis fusca,Orchis fusca copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Orchis%20fusca%20copy.jpg
4692,Ophrys fusca,Ophrys fusca copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Ophrys%20fusca%20copy.jpg
4105,CT Eria coronaria,Eria coronaria,https://orchidcentral.org/Images/Miscellaneous/Species/2180_Eria coronaria.jpg
5013,Pleione Sp,Pleione sp copy,https://www.flowershots.net/web-content/Photogallery/Pleione/Pleione%20sp%20copy.jpg
4908,Ophrys Fusca,Ophrys fusca copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Ophrys%20fusca%20copy.jpg
2741,ST Disa uniflora,Disa uniflora,https://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/3724_Disa uniflora.jpg
4834,Dracula amaliae,Dracula amaliae copy,https://www.flowershots.net/web-content/Photogallery/dracula/Dracula-amaliae%20copy.jpg
4948,"Coelogyne Buennemeyeri,Jpg",Coelogyne buennemeyeri,"https://www.flowershots.net/web-content/Photogallery/Coelogyne/Coelogyne_buennemeyeri,jpg.jpg"
2749,IT Diuris orientis,Diuris orientis,https://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/4943_Diuris orientis.jpg
4861,Pleione bulbulcoides,Pleione bulbulcoides copy,https://www.flowershots.net/web-content/Photogallery/Pleione/Pleione%20bulbulcoides%20copy.jpg
4621,,Oncidium ampliatum copy,https://www.flowershots.net/web-content/Photogallery/Oncidium/From%20Picasa/Oncidium%20ampliatum%20copy.jpg
6518,Pot Unnamed,Prominence x,https://orchidcentral.org/Images/Cattleya Tribe/Hybrid/4842_Pot Unnamed ( Pot Hawaiian Prominence x Lc. Tropical Rainbow) .jpg
3278,Drac bella,Dracula bella,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/2965_Dracula bella.jpg
4873,Aceras Anthropophorum,Aceras anthropophorum copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Aceras%20anthropophorum%20copy.jpg
4884,Pterostylis Erecta,Pterostylis erecta copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Pterostylis%20erecta%20copy.jpg
4893,Ophrys Cretica,Ophrys cretica copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Ophrys%20cretica%20copy.jpg
2486,CT Den aduncum,Den aduncum,https://orchidcentral.org/Images/Dendrobium/Species/3303_Den aduncum.jpg
4899,Ophrys Episcopalis,Ophrys episcopalis copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Ophrys%20episcopalis%20copy.jpg
4919,Mystacidium Braybonae,Mystacidium braybonae copy,https://www.flowershots.net/web-content/Photogallery/Aeridinae/Aeridinae-second%20set/Mystacidium%20braybonae%20copy.jpg
4116,Med pygmaeum,Mediocalcar pygmaeum,https://orchidcentral.org/Images/Miscellaneous/Species/3455C_Mediocalcar pygmaeum 2.jpg
4866,Pleione sp,Pleione sp copy,https://www.flowershots.net/web-content/Photogallery/Pleione/Pleione%20sp%20copy.jpg
4963,Cymbidium Canaliculatum Jo,Cymbidium canaliculatum,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20canaliculatum%20Jo%20copy.jpg?%20copy.jpg
4966,Cymbidium Cochleare,Cymbidium cochleare copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20cochleare%20copy.jpg?%20copy.jpg
5041,Oncidium Croesus Rp,Oncidium croesus,https://www.flowershots.net/web-content/Photogallery/Oncidium/Oncidium_croesus_RP.jpg
3560,Trichocentrum Sob macrantha   rogersiana,Sob macra,https://orchidcentral.org/Images/Sobralia/Species/5116_Sob macra.jpg
2719,Trichocentrum Den Unnamed  Autumn x  Regal Affair x Aussie Victory,Vista x speciosum,https://orchidcentral.org/Images/Dendrobium/Hybrid/4841_Den Royale Vista x speciosum.jpg
4607,,Dendrobium trantuanhii,https://www.flowershots.net/web-content/Photogallery/thumbnails/Dendrobium%20trantuanhii.jpg
1735,Bark melaocaulon,Bark melanocaulon,https://orchidcentral.org/Images/Cattleya Tribe/Species/4614_Bark melanocaulon.jpg
4989,Cymbidium Ensifolium,Cymbidium ensifolium copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20ensifolium%20copy.jpg?%20copy.jpg
4804,Cymbidium floribundum,Cymbidium floribundum copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20floribundum%20copy.jpg?%20copy.jpg
3552,Trichocentrum Sob crocea,Sob crocea,https://orchidcentral.org/Images/Sobralia/Species/4893_Sob crocea.jpg
4644,Dracula Vampira Rp1 A4 Copy,Dracula vampira,https://www.flowershots.net/web-content/Photogallery/thumbnails/Dracula-vampira_RP1_A4%20copy.jpg
4667,Paph Exul Cp,Paph exul,https://www.flowershots.net/web-content/Photogallery/thumbnails/Paph_exul_CP.jpg
5000,Cymbidium Floribundum,Cymbidium floribundum copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20floribundum%20copy.jpg?%20copy.jpg
4779,"Coelogyne buennemeyeri,jpg",Coelogyne buennemeyeri,"https://www.flowershots.net/web-content/Photogallery/Coelogyne/Coelogyne_buennemeyeri,jpg.jpg"
4706,Pterostylis nutans,Pterostylis nutans copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Pterostylis%20nutans%20copy.jpg
2482,Cym unnamed,Colors x,https://orchidcentral.org/Images/Cymbidium/Hybrid/2104_Cym Flying Colors x Sylvan Fair.jpg
4002,Trichocentrum Stan tigrina,Stan tigrina,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/4964_Stan tigrina.jpg
4978,Dendrobium Fleckeri,Dendrobium fleckeri copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20fleckeri%20copy.jpg?%20copy.jpg?%20copy.jpg
3156,PT Paph delenatii alba,Paph delenatii alba,https://orchidcentral.org/Images/Paphs-Phrags/Species/3946_Paph delenatii alba.jpg
4983,Dendrobium Gracilicaule,Dendrobium gracilicaule copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20gracilicaule%20copy.jpg?%20copy.jpg
4979,Dracula Vampira Rp1 A,Dracula vampira,https://www.flowershots.net/web-content/Photogallery/dracula/Dracula-vampira_RP1_A4%20copy.jpg
5007,Pleione Hookeriana,Pleione hookeriana copy,https://www.flowershots.net/web-content/Photogallery/Pleione/Pleione%20hookeriana%20copy.jpg
5004,Dendrobium Moorei,Dendrobium moorei copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20moorei%20copy.jpg?%20copy.jpg?%20copy.jpg
5006,Dendrobium Moorei Carl Jaeger,Den moorei carl,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Den_moorei_carl%20Jaeger%20copy.jpg
4986,Cymbidium Elegans,Cymbidium elegans copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20elegans%20copy.jpg?%20copy.jpg
4691,Ophrys episcopalis,Ophrys episcopalis copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Ophrys%20episcopalis%20copy.jpg
6505,Angraecum distichum,Angcm bancoense,https://orchidcentral.org/Images/Angraecoid/Species/3038_Angcm bancoense.jpg
3511,Ste purpurascens,Stelis purpurascens,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/2662P_Stelis purpurascens.jpg
4722,Microcoelia stolzii,Microcoelia stolzii copy,https://www.flowershots.net/web-content/Photogallery/Aeridinae/Aeridinae-second%20set/Microcoelia%20stolzii%20copy.jpg
4723,Mystacidium braybonae,Mystacidium braybonae copy,https://www.flowershots.net/web-content/Photogallery/Aeridinae/Aeridinae-second%20set/Mystacidium%20braybonae%20copy.jpg
1639,Ctsm pileatum male,Ctsm pileatum,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2160M_Ctsm pileatum.jpg
1647,Cl russeliana,Clowesia russelliana,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2482_Clowesia russelliana.jpg
1668,Euph petersii,Eulophia pertersii,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/4558_Eulophia pertersii.jpg
4878,Pterostylis Baptistii,Pterostylis baptistii copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Pterostylis%20baptistii%20copy.jpg
4879,Barlia Robertiana,Barlia robertiana copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Barlia%20robertiana%20copy.jpg
2637,CT Den thyrsiflorum,Den thyrsiflorum,https://orchidcentral.org/Images/Dendrobium/Species/3892_Den thyrsiflorum.jpg
2643,CT Den unicum,Den unicum,https://orchidcentral.org/Images/Dendrobium/Species/4061P_Den unicum.jpg
2549,NT Den glomeratum,Den glomaratum,https://orchidcentral.org/Images/Dendrobium/Species/4725_Den glomaratum 2.jpg
2551,PT Den glomeratum,Den glomaratum,https://orchidcentral.org/Images/Dendrobium/Species/4725_Den glomaratum 2.jpg
2645,IT Den unicum,Den unicum,https://orchidcentral.org/Images/Dendrobium/Species/4061P_Den unicum.jpg
1919,PT Epi nanegalense,Epi nanegalense,https://orchidcentral.org/Images/Cattleya Tribe/Species/4954C_Epi nanegalense.jpg
4882,Pterostylis Curta,Pterostylis curta copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Pterostylis%20curta%20copy.jpg
2617,CT Den speciosum v speciosum,Den speciosum,https://orchidcentral.org/Images/Dendrobium/Species/3138_Den speciosum.jpg
2620,CT Den speciosum grandiflorum,Den speciosum,https://orchidcentral.org/Images/Dendrobium/Species/3138_Den speciosum.jpg
1877,CT Epi ancistronum,Epi ancistronum,https://orchidcentral.org/Images/Cattleya Tribe/Species/5015_Epi ancistronum.jpg
1614,Aslla africana,Ansellia africana,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2515_Ansellia africana.jpg
5008,Dendrobium Monophyllum,Dendrobium monophyllum copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20monophyllum%20copy.jpg?%20copy.jpg?%20copy.jpg
6508,Bark lindleyana closeup,Barkeria lindleyana,https://orchidcentral.org/Images/Cattleya Tribe/Species/3375C_Barkeria lindleyana.jpg
6509,Bark lindleyana ssp vannerana,Bark lindleyana ssp,https://orchidcentral.org/Images/Cattleya Tribe/Species/3014_Bark lindleyana ssp vannerana.jpg
6525,Trichosalpinx sp.,Trichosalpinx sp,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/4803_Trichosalpinx sp Peru.jpg
6527,Cochleanthes (Cnth.),Cochleanthes discolor,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/1629_Cochleanthes discolor.jpg
6528,Kefersteinia (Kfst.),Kefersteinia costraricensis,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/3305_Kefersteinia costraricensis.jpg
1650,Cyc barthiorum male closeup,Cyc barthorium,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2116M_Cyc barthorium.jpg
1476,Angcm archanites,Angraecum arachnites,https://orchidcentral.org/Images/Angraecoid/Species/Angraecum arachnites 1.jpg
1621,Ctsm expansum male,Ctsm expansum,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2512M_Ctsm expansum.jpg
1637,Ctsm macrocarpum male,Ctsm macrocarpum,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/1998_Ctsm macrocarpum.jpg
1714,Cycnoches haagii,Cyc haagii,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2183_Cyc_haagii_M.jpg
1622,Ctsm expansum female,Ctsm expansum,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2512F_Ctsm expansum.jpg
1487,Angraecum distichum,Angcm bancoense,https://orchidcentral.org/Images/Angraecoid/Species/3038_Angcm bancoense.jpg
3558,Sob macrantha or rogersianaa,Sob macra,https://orchidcentral.org/Images/Sobralia/Species/5116_Sob macra.jpg
1609,Aslla africana closeup,Ansellia africana,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2515_Ansellia africana.jpg
1527,Mic gilpinae,Microcoelia gilpinae,https://orchidcentral.org/Images/Angraecoid/Species/4858_Microcoelia gilpinae.jpg
2543,CT Den farmeri,Den farmeri,https://orchidcentral.org/Images/Dendrobium/Species/4737_Den farmeri.jpg
3095,Trpla occidentalis,Trichopilia occidentalis,https://orchidcentral.org/Images/Oncidium Alliance/Species/4867_Trichopilia occidentalis.jpg
3104,Trpla suavis,Trichopilia suavis,https://orchidcentral.org/Images/Oncidium Alliance/Species/3478_Trichopilia suavis.jpg
3147,Tolu Unnamed,Rainbow x,https://orchidcentral.org/Images/Oncidium Alliance/Hybrid/2606 Tolu  Rainbow x Caledonia.jpg
3748,Ascda Unknown,Ascda unnamed,https://orchidcentral.org/Images/Vandaceous/Hybrid/1796_Ascda unnamed.jpg
1553,Bulb carunculatum closeup,Bulb carunculatum,https://orchidcentral.org/Images/Bulbophyllum/Species/1945_Bulb carunculatum.jpg
1555,Bulb echinolabium closeup,Bulb echinolabium,https://orchidcentral.org/Images/Bulbophyllum/Species/3109_Bulb echinolabium.jpg
1995,Laelia eyermaniana,Enc eyermaniana,https://orchidcentral.org/Images/Cattleya Tribe/Species/2404_Enc_eyermaniana.jpg
2069,Nla pulchella closeup,Neolauchea pulchella,https://orchidcentral.org/Images/Cattleya Tribe/Species/2834C_Neolauchea pulchella.jpg
2166,Laelia Finkeniana,Finkeniana disciplinada,https://orchidcentral.org/Images/Cattleya Tribe/Hybrid/4202_L Finkeniana disciplinada.jpg
1617,Ctsm callossum femals and male,Ctsm callosum,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2223FM_Ctsm callosum.jpg
1610,Aslla africana plant,Ansellia africana,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2515_Ansellia africana.jpg
1656,Cyc cooperi female,Cyc cooperi,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/1964_Cyc_cooperi_F.jpg
2813,Ptst pedunculata,Pterostylis pedunculata,https://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/4252_Pterostylis pedunculata.jpg
5093,Dendrobium Kingianum 6,Dendrobium kingianum,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20kingianum%206%20copy.jpg?%20copy.jpg?%20copy.jpg
2552,CT Den glomeratum,Den glomaratum,https://orchidcentral.org/Images/Dendrobium/Species/4725_Den glomaratum 2.jpg
2935,Lhta oerstedii,Lockhartia oerstedii,https://orchidcentral.org/Images/Oncidium Alliance/Species/3191_Lockhartia oerstedii.jpg
2767,Oph cerastes,Ophrys cerastes,https://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/4930_Ophrys cerastes 1.jpg
2951,Milt morieliana,Milt spectabilis var,https://orchidcentral.org/Images/Oncidium Alliance/Species/664_Milt spectabilis var moreliana 2.jpg
2960,Milt specabilis var abla,Milt spectabilis alba,https://orchidcentral.org/Images/Oncidium Alliance/Species/3846_Milt spectabilis alba.jpg
3247,Phal stuartiana v nobilis,Phal stuartiana v,https://orchidcentral.org/Images/Phalaenopsis/Species/4998_Phal stuartiana v nobilis.jpg
1570,Trichocentrum Bulb medusae,Bulb medusae,https://orchidcentral.org/Images/Bulbophyllum/Species/2454_Bulb medusae.jpg
3292,CT Drac erythrochaete,Drac erythrochaete,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/1802_Drac erythrochaete .jpg
6321,Angraecum distichum,Angcm bancoense,https://orchidcentral.org/Images/Angraecoid/Species/3038_Angcm bancoense.jpg
2870,PT Ada aurantiaca,Ada aurantiaca,https://orchidcentral.org/Images/Oncidium Alliance/Species/2815_Ada aurantiaca.jpg
3455,HT Rstp antennifera Cow Hollow,Restrepia antenifera,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/3120_Restrepia antenifera.jpg
1734,PT Bark lindleyana ssp vannerana,Bark lindleyana ssp,https://orchidcentral.org/Images/Cattleya Tribe/Species/3014_Bark lindleyana ssp vannerana.jpg
2167,CT L Finkeniana disciplinada,Finkeniana disciplinada,https://orchidcentral.org/Images/Cattleya Tribe/Hybrid/4202_L Finkeniana disciplinada.jpg
3951,PT Max tonsbergii,Max tonsbergii,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/4808_Max tonsbergii.jpg
1651,Cyc barthiorum female,Cyc barthiorum,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/1950F_Cyc barthiorum.jpg
1653,Cyc cooperi male closeup,Cyc cooperi,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/1964_Cyc_cooperi_M.jpg
2618,PT Den speciosum var speciosum,Den speciosum,https://orchidcentral.org/Images/Dendrobium/Species/3138_Den speciosum.jpg
2635,CT Den tetragonum,Den tetragonum,https://orchidcentral.org/Images/Dendrobium/Species/3754_Den tetragonum.jpg
2869,IT Ada aurantiaca,Ada aurantiaca,https://orchidcentral.org/Images/Oncidium Alliance/Species/2815_Ada aurantiaca.jpg
2881,IT Ada rolandii,Ada rolandii,https://orchidcentral.org/Images/Oncidium Alliance/Species/4024_Ada rolandii.jpg
